target_word,similar_words
amarre,"amarrer, amazone"
amarrer,"amarre, amadouer, amandier, amateur"
amasser,"amadouer, amandier, amateur"
amateur,"armateur, animateur, amadouer, amarrer, amasser"
amazone,"amande, amante, amarre"
ambassade,ambassadeur
ambassadeur,ambassade
ambiance,ambiant
ambiant,ambiance
ambre,"ambré, arbre"
ambré,ambre
ambulance,"ambulant, ambulancier"
ambulancier,ambulance
ambulant,ambulance
amen,"amer, amende"
amende,"amande, amen"
amenuiser,ameuter
amer,"amen, aimer, armer, ameuter"
ameuter,"amputer, amer, amenuiser"
amiable,aimable
amical,"amicale, amiral"
amicale,amical
amidonner,adonner
amiral,amical
amocher,"amonceler, amour, amollir, amortir"
amollir,"amour, amocher, amorcer"
amonceler,"amorcer, amocher"
amont,amant
amorce,amorcer
amorcer,"amorce, amonceler, amour, amollir"
amorti,amortir
amortir,"amorti, amour, amocher"
amour,"amocher, amollir, amorcer, amortir"
ample,ampleur
ampleur,"ample, amputer"
amputer,"ameuter, amputé, ampleur"
amputé,amputer
amusant,amusement
amusement,amusant
amuser,abuser
analogie,"analogue, analyse, anarchie"
analogue,"analogie, analyse, anatomie"
analyse,"analyser, analogie, analogue"
analyser,analyse
anarchie,"anarchiste, analogie, anatomie"
anarchiste,anarchie
anatomie,"anatomique, anarchie, analogue"
anatomique,"anatomie, atomique"
ancre,"ancrer, antre"
ancrer,ancre
ange,"angle, anse, auge"
angine,"angoisse, anguille"
angle,"ange, aigle, anguille"
angoisse,"angoisser, angoissé, angine, anguille"
angoisser,"angoisse, angoissé"
angoissé,"angoisse, angoisser"
anguille,"aiguille, angle, angine, angoisse"
animal,animaux
animateur,"amateur, animer"
animaux,animal
animer,"aimer, animateur"
animé,aimé
anis,"anus, avis"
anneau,agneau
annexe,"annexer, annonce"
annexer,"annexe, annoncer"
annonce,"annoncer, année, annexe"
annoncer,"annonce, annexer, annuler"
annuaire,annulaire
annulaire,annuaire
annuler,annoncer
année,annonce
anonymat,anonyme
anonyme,anonymat
anse,"ange, aise"
antan,autant
antenne,"antienne, antre, antique"
antichar,anticiper
anticiper,antichar
antienne,"antenne, antique, antilope, antipode"
antilope,"antique, antienne"
antipathie,antipathique
antipathique,antipathie
antipode,"antique, antienne"
antiquaire,antique
antique,"antiquaire, antienne, antilope, antipode, antre"
antisémite,antisémitisme
antisémitisme,antisémite
antre,"ancre, astre, autre, antenne, antique"
anus,"anis, abus"
apaisant,apaisement
apaisement,"abaissement, apaisant"
aparté,appart
apeurer,apeuré
apeuré,apeurer
aplanir,aplatir
aplati,aplatir
aplatir,"aplati, aplanir"
apostrophe,apostropher
apostropher,apostrophe
apparat,"appart, appât, appoint, appétit"
appareil,"apparent, appel"
appareiller,apparenter
apparemment,"appartement, apparent"
apparence,"apparent, apparenter, appartenance, apprendre"
apparent,"apparenter, apparence, apparemment, appareil, appartement"
apparenter,"apparent, apparence, appareiller, appartenir, apporter"
appart,"apparat, apport, aparté, appoint, appétit"
appartement,"apparemment, apparent"
appartenance,apparence
appartenir,"apparenter, apporter"
appauvrir,applaudir
appel,"appelé, appeler, appareil"
appeler,"appel, appelé, apporter, apprêter"
appellation,"application, approbation"
appelé,"appel, appeler"
appendice,apprendre
appentis,apprenti
applaudir,appauvrir
application,"appellation, approbation, appréciation"
appliquer,appliqué
appliqué,appliquer
appoint,"apparent, appât, appart, apparat, appétit"
apport,"apporter, appart, appétit, apparent"
apporter,"apport, apparenter, appartenir, appeler, appuyer"
apposer,"apprêter, approcher, approuver"
apprendre,"apparence, appendice"
apprenti,"apparent, appentis"
approbation,"appréciation, appellation, application"
approche,approcher
approcher,"approche, approprier, apprêter, apposer, apporter"
approfondi,approfondir
approfondir,approfondi
approprier,"approprié, approcher, approuver, apprécier, apporter"
approprié,approprier
approuver,"approprier, apprêter, apprécier, apposer, appuyer"
appréciation,"approbation, application"
apprécier,"approprier, apprêter, approuver"
apprêter,"approcher, approuver, apprécier, apparenter, appeler"
appuyer,"appuyé, apporter, apprêter, approuver"
appuyé,appuyer
appât,"apparat, appoint, appétit"
appétit,"appât, appart, apport, apparat, appoint"
après,auprès
apte,acte
aptitude,"altitude, attitude"
arbitraire,arbitre
arbitre,"arbitraire, arbuste"
arbre,"ambre, arbuste"
arbuste,"arbre, arbitre"
arcade,"archive, archange"
archange,"archaïque, arche, archive, arcade"
archaïque,"archevêque, archange"
arche,"archer, archet, archange"
archer,"arche, archet"
archet,"arche, archer"
archevêque,archaïque
architecte,architecture
architectural,architecture
architecture,"architectural, architecte"
archive,"archange, arcade"
archéologie,archéologue
archéologue,archéologie
ardemment,"ardent, armement"
ardent,"argent, ardemment"
argent,"argenté, argenter, argentin, agent, ardent"
argenter,"argenterie, argent, argenté, arpenter, argentin"
argenterie,argenter
argentin,"argent, argenté, argenter"
argenté,"argent, argenter, argentin"
argile,agile
arguer,"arquer, argenter"
aride,"aide, acide, avide"
aristocrate,"aristocratie, aristocratique"
aristocratie,"aristocrate, aristocratique"
aristocratique,"aristocratie, aristocrate"
armateur,"amateur, armature, armer"
armature,"armateur, armoire"
arme,"armer, armé, armée, arôme, alarme"
armement,ardemment
armer,"arme, alarmer, amer, aimer, armurier"
armoire,"armoirie, armature, arme, armée"
armoirie,"armoire, armure"
armure,armoirie
armurier,armer
armé,"armée, arme, aimé"
armée,"armé, arme, armoire"
arpenter,argenter
arquer,arguer
arracher,"arraché, arrimer, arriver, arroser, arrêter"
arraché,"arracher, arrivé, arrosé, arrêté, arriéré"
arranger,"arrimer, arriver, arroser, arrêter, arrondir"
arrimer,"arriver, arracher, arranger"
arrivage,"arrivant, arrière"
arrivant,arrivage
arriver,"arrimer, arrivé, arracher, arranger"
arrivé,"arrivée, arriver, arraché"
arrivée,arrivé
arrière,"arriéré, arrivage"
arrière-garde,arrière-salle
arrière-grand-mère,arrière-grand-père
arrière-grand-père,arrière-grand-mère
arrière-plan,arrière-train
arrière-salle,arrière-garde
arrière-train,arrière-plan
arriéré,"arrière, arrosé, arrêté, arraché"
arrogance,"arrogant, arrosage"
arrogant,arrogance
arrondi,arrondir
arrondir,"arrondi, arroser, arranger"
arrosage,arrogance
arroser,"arrosé, arrondir, arracher, arranger"
arrosé,"arroser, arraché, arriéré"
arrêt,"arrêté, arrêter, arête"
arrêter,"arrêt, arrêté, arête, arracher, arranger"
arrêté,"arrêt, arrêter, arraché, arriéré"
artiche,"article, artifice, artère"
article,"artiche, articuler, artifice, artère"
articuler,"articulé, article, artilleur"
articulé,articuler
artifice,"artificiel, artiche, article, artiste"
artificiel,artifice
artilleur,articuler
artisan,artisanal
artisanal,artisan
artiste,"artistique, artifice, artère"
artistique,artiste
artère,"artiche, article, artiste"
arête,"arrêter, arrêt"
arôme,arme
ascendance,ascendant
ascendant,ascendance
asile,"aile, agile"
asperge,"asperger, aspirine"
asperger,asperge
aspirateur,aspirer
aspirer,aspirateur
aspirine,asperge
assaillant,assistant
assaillir,assouplir
assaisonner,assassiner
assassin,"assassiné, assassinat, assassiner"
assassinat,"assassin, assassiné, assassiner"
assassiner,"assassin, assassiné, assassinat, assaisonner"
assassiné,"assassin, assassinat, assassiner"
assemblage,assemblée
assembler,"assemblée, assener, assumer, assommer, assombrir"
assemblée,"assembler, assemblage"
assener,"assembler, asservir, assister, assiéger, associer"
assentiment,assortiment
asseoir,"assortir, assoupir, assouvir, associer, assumer"
asservir,"assener, assoupir, assurer, assourdir"
assidûment,assurément
assiette,assise
assigner,"assimiler, assumer, assurer, associer, assommer"
assimiler,"assigner, assister, assiéger, assumer, associer"
assis,assise
assise,"assis, assiette"
assistance,"assistant, assurance"
assistant,"assistance, assommant, assaillant"
assister,"assimiler, assener, assumer, assurer, associer"
assiéger,"assiégé, assimiler, assener, assumer, assurer"
assiégé,"assiéger, associé, assuré, assoiffé"
associer,"associé, assoiffer, assortir, assoupir, assouvir"
associé,"associer, assoiffé, assiégé, assuré"
assoiffer,"assoiffé, associer, assommer, assigner, assister"
assoiffé,"assoiffer, associé, assiégé"
assombrir,"assommer, assortir, assoupir, assouvir, assouplir"
assommant,assistant
assommer,"assombrir, assoiffer, assortir, assoupir, assouvir"
assorti,assortir
assortiment,"assentiment, assurément"
assortir,"assorti, assombrir, assouplir, associer, assommer"
assoupi,"assoupir, assouplir"
assoupir,"assoupi, assouplir, assouvir, assombrir, associer"
assouplir,"assoupir, assoupi, assortir, assombrir, assaillir"
assourdi,"assourdir, abasourdi"
assourdir,"assourdi, abasourdir, assombrir, asservir, assurer"
assouvir,"assoupir, assombrir, associer, assommer, asseoir"
assumer,"assurer, assigner, assister, assiéger, associer"
assurance,assistance
assurer,"assumer, assuré, assigner, assister, assiéger"
assuré,"assurer, assiégé, associé"
assurément,"assidûment, assortiment"
assécher,"assener, assumer, assurer, assigner, assister"
asticot,asticoter
asticoter,"asticot, astiquer"
astiquer,asticoter
astre,"antre, autre"
athlète,athée
athée,"athéisme, athlète"
athéisme,athée
atome,atomique
atomique,"anatomique, atome"
attabler,"atterrer, attester, attifer, attirer, attiser"
attachant,"attachement, attenant, attirant, atténuant"
attache,"attacher, attaché, attente"
attachement,"attouchement, attachant"
attacher,"attache, attaché, atteler, atterrer, attester"
attaché,"attache, attacher, atténué"
attaque,"attaquer, attente, attitude"
attaquer,"attaque, attribuer, atteler, atterrer, attester"
attarder,"attardé, atteler, attester, attifer, attiser"
attardé,"attarder, atténué"
atteindre,"attendre, atteinte, attente"
atteint,"atteinte, attente, attentat, attirant, attribut"
atteinte,"atteint, attente, atteindre, attelage, attendre"
attelage,"attente, atteinte, attendre"
atteler,"atterrir, attacher, attaquer, attarder, attraper"
attenant,"attentat, attachant, attrait"
attendre,"atteindre, attendrir, attendu, atteinte, attelage"
attendrir,"attendre, atterrer"
attendrissant,attendrissement
attendrissement,attendrissant
attendu,"attendre, attente"
attentat,"attente, attentif, attenant, atteint, atténuant"
attente,"attentat, atteinte, attentif, attendu, atteint"
attentif,"attention, attente, attentat"
attention,"attentif, attraction"
atterrer,"atterrir, attifer, attiser, attendrir, attabler"
atterrir,"atterrer, atteler, attester, attirer, attarder"
attester,"attrister, atterrir, attifer, attirer, attabler"
attifer,"attirer, attiser, atterrer, attester, attabler"
attirail,attirant
attirance,attirant
attirant,"attirance, attirail, attachant, atténuant, atteint"
attirer,"attifer, attiser, atterrir, attester, attabler"
attiser,"attifer, attirer, atterrer, attabler, attacher"
attitude,"altitude, aptitude, attaque"
attouchement,"attachement, accouchement, attroupement"
attraction,"abstraction, attribution, attention"
attrait,"attribut, attenant, atteint"
attraper,"attribuer, attriquer, attrister, atteler, atterrer"
attribuer,"attriquer, attribut, attraper, attrouper, attaquer"
attribut,"attribuer, attrait, atteint, attirant"
attribution,attraction
attriquer,"attribuer, attraper, attrouper, atténuer, attifer"
attrister,"attester, attraper, attrouper, attifer, attirer"
attroupement,attouchement
attrouper,"attribuer, attriquer, attrister, attaquer, atténuer"
atténuant,"attirant, attachant, attentat"
atténuer,"atténué, attribuer, attriquer, atteler, atterrer"
atténué,"atténuer, attaché, attardé"
au-dedans,"au-dehors, au-dessus"
au-dehors,"au-dedans, au-dessus, au-dessous"
au-dessous,"au-dessus, au-dehors"
au-dessus,"au-dessous, au-dedans, au-dehors"
aubain,aubaine
aubaine,"aubain, aube, auberge"
aube,"auberge, auge, aubaine"
auberge,"aubergiste, aube, aubaine"
aubergiste,auberge
aucun,"aucune, aucuns"
aucune,"aucun, aucuns"
aucuns,"aucun, aucune"
audace,"audience, audible"
audible,"audience, audace"
audience,"audible, audace"
audition,addition
auge,"aube, ange, auguste"
augmentation,alimentation
augure,augurer
augurer,augure
auguste,auge
auprès,après
auréole,auréoler
auréoler,auréole
autant,antan
auteur,"autour, acteur, autocar"
authentique,automatique
auto,autour
autobus,autres
autocar,auteur
automate,"automatique, autoroute, autonome"
automatique,"automate, authentique"
automnal,automne
automne,"automnal, autonome, autonomie, autre"
automobile,"automobiliste, autonomie"
automobiliste,automobile
autonome,"autonomie, automne, automate, autoroute"
autonomie,"autonome, automne, automobile, autoroute"
autoroute,"automate, autonome, autonomie"
autour,"auteur, auto"
autre,"autres, antre, astre, autruche, automne"
autrefois,autres
autres,"autre, autrefois, autobus"
autruche,autre
auvent,auvergnat
auvergnat,auvent
auxquelles,auxquels
auxquels,auxquelles
avachi,avachir
avachir,"avachi, avaler, avatar, avancer"
aval,avaler
avalanche,"avance, avancée"
avaler,"aval, avachir"
avance,"avancer, avancé, avancée, avalanche, avantage"
avancement,agencement
avancer,"avance, avancé, avantager, avatar, avachir"
avancé,"avancée, avance, avancer"
avancée,"avancé, avance, avalanche, avantage, avare"
avant,amant
avant-garde,avant-guerre
avant-guerre,avant-garde
avant-hier,avantager
avantage,"avantager, avantageux, avance, avancée"
avantager,"avantage, avantageux, avant-hier, avancer, avatar"
avantageux,"avantage, avantager"
avare,avancée
avarice,"avarié, avancée"
avarié,avarice
avatar,"avantager, avachir, avancer"
avec,aveu
avenant,aveuglant
avenir,advenir
aventure,"aventurer, aventureux, aventurier"
aventurer,"aventure, aventurier, aventureux"
aventureux,"aventure, aventurer"
aventurier,"aventurer, aventure"
avenue,aveugle
averse,"adverse, aveugle"
averti,avertir
avertir,averti
aveu,avec
aveuglant,"aveuglement, aveuglément, avenant"
aveugle,"aveugler, avenue, averse"
aveuglement,"aveuglément, aveuglant"
aveugler,aveugle
aveuglément,"aveuglement, aveuglant"
aviateur,"aviser, aviver"
aviation,"avion, aviron"
avide,"aide, acide, aride"
avidité,"aviné, avisé"
aviné,"avisé, avidité"
avion,"aviron, aviation"
aviron,"avion, aviation"
avis,"aviso, avisé, aviser, anis"
aviser,"aviver, avis, aviateur"
aviso,"avis, avisé"
avisé,"avis, aviso, aviné, aisé, avidité"
aviver,"aviser, aviateur"
avoir,avorter
avorter,avoir
avérer,aérer
aérer,avérer
aérogare,aéroplane
aéroplane,aérogare
aéré,acéré
aîné,aine
baba,baby
babine,"bibine, bobine"
babouche,"babouchka, bouche"
babouchka,babouche
baby,baba
bader,"bander, barder, balader, baser, baver"
badin,bain
bafouer,"bafoué, bafouiller"
bafouille,"bafouiller, bouille"
bafouiller,"bafouille, barbouiller, brouiller, bafouer"
bafoué,bafouer
bagage,bagnole
bagarre,"bagarrer, barre, bagne, bague, bagnole"
bagarrer,"bagarre, barrer"
bagne,"bague, bagarre"
bagnole,"bignole, bagage, bague, bagarre"
bague,"blague, bagne, baguette, bagarre, bagnole"
baguette,"braguette, bague"
baie,"bail, bain, baise, base, bave"
baignade,baignoire
baigner,baigneur
baigneur,"baigner, baiser, baisser"
baignoire,baignade
bail,"baie, bain, baril"
bain,"baie, bail, badin, brin"
baise,"baiser, baisse, baisser, braise, baie"
baiser,"baisser, baise, baliser, baser, baisse"
baisse,"baisser, baise, basse, baiser"
baisser,"baisse, baiser, baise, baigneur"
balade,"balader, baladeur, baleine"
balader,"balade, baladeur, balayer, bader, balancier"
baladeur,"balader, balayeur, balade, balancer, baliser"
balafre,"balle, balte, baleine"
balance,"balancer, balancé, balancier, balle, balte"
balancer,"balance, balancier, balancé, baladeur, balayeur"
balancier,"balancer, balance, balader, balayer, balbutier"
balancé,"balance, balancer"
balayer,"balayeur, balader, balancier"
balayeur,"balayer, baladeur, balancer, baliser"
balbutier,"balancier, ballotter"
balcon,ballon
baleine,"ballerine, balle, balte, balade, balafre"
baliser,"baiser, balancer, baladeur, balayeur"
ballant,ballast
ballast,ballant
balle,"ballet, balte, bille, bulle, baleine"
ballerine,baleine
ballet,"balle, ballot, billet"
ballon,"ballot, balcon, baluchon"
ballot,"ballon, ballet, billot"
ballotter,balbutier
balte,"balle, balafre, balance, baleine"
baluchon,ballon
banal,"bancal, banane"
banane,banal
bananier,bander
banc,"bancal, blanc"
bancal,"banal, banc"
bandage,banque
bande,"bander, bandé, bandeau"
bandeau,"bande, bander"
bander,"bande, bader, bandeau, barder, bonder"
bandit,banquet
bandé,"bande, bondé"
banlieue,"banque, bannière"
bannir,"bonnir, banquier"
bannière,banlieue
banque,"banquet, branque, banquette, barque, basque"
banquet,"banque, banquette, baquet, bandit"
banquette,"banquet, banque"
banquier,"bander, bannir"
baquet,"banquet, biquet"
baraque,"barbaque, barque, baroque, barrage, barbare"
baratin,"baron, barman"
barbaque,"baraque, barque, barbaresque, barbe, barbiche"
barbare,"barbarie, barbe, barre, barbiche, barrière"
barbaresque,barbaque
barbarie,"barbare, barbe, barbiche, barre, baraque"
barbe,"barber, barbu, barbelé, barbare, barre"
barbelé,"barbe, barber, barré"
barber,"barbe, barbier, barbelé, barder, barrer"
barbiche,"barbare, barbe, barbarie, barbaque, barricade"
barbier,"barber, barioler"
barboter,"barder, barrer"
barbouiller,bafouiller
barbu,"barbe, barreau"
barder,"bavarder, bader, barber, barrer, bander"
baril,bail
barioler,"bariolé, barber, barder, barrer, barbier"
bariolé,"barioler, barré"
barmaid,barman
barman,"barmaid, baratin, baryton"
baromètre,barrière
baron,baratin
baroque,"barque, baraque, barbare, barbe, barre"
barque,"baraque, baroque, barbaque, banque, basque"
barrage,"barrette, barrière, barricade, baraque, barbe"
barre,"barrer, barré, barreau, bagarre, barbare"
barreau,"barre, barrer, barbu"
barrer,"barre, bagarrer, barreau, barber, barder"
barrette,"barre, barrière, barrage"
barricade,"barricader, barrière, barrage, barbiche"
barricader,barricade
barrière,"barre, barricade, barrette, barbare, barrage"
barré,"barre, barbelé, bariolé"
baryton,barman
bascule,"basculer, bastille, base, basse, bassine"
basculer,"bascule, baser"
base,"baser, basse, baise, baie, bave"
baser,"base, baiser, blaser, bader, baver"
basilique,basque
basque,"banque, barque, basilique, bassine"
basse,"base, bassesse, baisse, brasse, baise"
bassesse,"basse, bassine"
bassin,bassine
bassine,"bassin, bassesse, base, basque, bastille"
bastille,"bascule, bassine"
bataille,"batailler, bataillon"
batailler,"bataille, bataillon, batelier"
bataillon,"bataille, batailler"
batelier,"batailler, battoir"
battant,battement
battement,battant
batterie,battue
battoir,batelier
battre,battue
battu,battue
battue,"battu, battre, batterie"
baume,brume
