target_word,similar_words
admission,admiration
adolescence,adolescent
adolescent,adolescence
adonner,"abonner, adoucir, amidonner"
adopter,"adapter, adopté, adorateur, adoucir"
adoptif,"adoption, adopté"
adoption,adoptif
adopté,"adopter, adoptif"
adorateur,"admirateur, adopter, adorer"
adoration,admiration
adorer,"adorateur, adoucir"
adosser,adoucir
adoucir,"adonner, adopter, adorer, adosser"
adresse,adresser
adresser,"adresse, agresser"
advenir,avenir
adversaire,adverse
adverse,"adversaire, averse"
affable,"affiche, affre"
affaibli,affaiblir
affaiblir,"affaibli, affairer, affaisser, affaler, affubler"
affaire,"affairer, affairé, affiche"
affairer,"affaiblir, affaire, affairé, affecter, afficher"
affairé,"affaire, affairer, affecté, affinité, affolé"
affaisser,"affaiblir, affaler, affamer, afficher, affiner"
affaler,"affaiblir, affaisser, affamer, affecter, afficher"
affamer,"affaisser, affaler, affamé, affecter, affermir"
affamé,"affamer, affecté"
affectation,"affection, affirmation"
affecter,"affairer, affaler, affamer, affectif, affecté"
affectif,"affecter, affection, affecté"
affection,"affectation, affectif, affliction"
affecté,"affairé, affamé, affecter, affectif, affilé"
affermir,"affamer, affecter, affirmer"
affiche,"affable, affaire, afficher, affre"
afficher,"affairer, affaisser, affaler, affamer, affiche"
affilé,"affecté, affinité, affolé"
affiner,"affaisser, affecter, affronter, affubler"
affinité,"affairé, affecté, affilé"
affirmatif,affirmation
affirmation,"affectation, affirmatif"
affirmer,"affaisser, affaler, affecter, affermir, affliger"
affleurer,"affairer, affecter, affliger"
affliction,affection
affliger,"affaisser, affaler, affamer, affecter, afficher"
affluer,"affairer, affecter, afficher, affirmer, afflux"
afflux,affluer
affolant,"affolement, affront"
affolement,"affolant, affrontement"
affoler,"affairer, affaler, affecter, afficher, affirmer"
affolé,"affairé, affecté, affilé, affoler"
affranchi,affranchir
affranchir,affranchi
affre,"affable, affiche, affreux"
affreusement,affrontement
affreux,affre
affront,"affolant, affronter, affût"
affrontement,"affolement, affreusement"
affronter,"affecter, affiner, affoler, affront, affûter"
affubler,"affaiblir, affairer, affamer, affecter, afficher"
affût,"affront, affûter"
affûter,"affairer, afficher, affirmer, affliger, affronter"
agacement,agencement
agence,agencer
agencement,"agacement, avancement"
agencer,agence
agenouiller,agenouillé
agenouillé,agenouiller
agent,argent
agile,"aigle, aile, argile, asile"
agilité,agité
agitateur,agiter
agiter,agitateur
agité,agilité
agneau,anneau
agrafe,"agrafer, agréable"
agrafer,"agrafe, agrandir, agresser, agripper"
agrandir,agrafer
agresser,"adresser, agrafer, agresseur, agressif, agripper"
agresseur,agresser
agressif,"agresser, agression"
agression,agressif
agricole,agréable
agriculteur,agriculture
agriculture,agriculteur
agripper,"agrafer, agresser, agréer"
agréable,"agrafe, agricole"
agréer,"agresser, agripper"
agrément,agrémenter
agrémenter,agrément
ahuri,ahurir
ahurir,ahuri
ahurissant,ahurissement
ahurissement,ahurissant
aide,"acide, aider, aile, aine, aire"
aider,"aide, aimer"
aigle,"agile, aigre, aiguille, aile, angle"
aigre,"aigle, aigrette, aigreur, aigri, aire"
aigrelet,aigrette
aigrette,"aigre, aigrelet"
aigreur,aigre
aigri,"aigre, aigrir, amaigri"
aigrir,"aigri, aiguiser"
aiguillage,aiguille
aiguille,"aigle, aiguillage, aiguiller, aiguillon, anguille"
aiguiller,"aiguille, aiguillon"
aiguillon,"aiguille, aiguiller"
aiguiser,"aigrir, aiguisé"
aiguisé,aiguiser
aile,"agile, aide, aigle, ailé, aine"
ailé,"aile, aimé, aisé"
aimable,amiable
aimant,"aimanter, amant"
aimanter,"aimant, aimer"
aimer,"aider, aimanter, amer, animer, armer"
aimé,"ailé, aisé, animé, armé"
aine,"aide, aile, aire, aise, aîné"
aire,"aide, aigre, aile, aine, aise"
aisance,aise
aise,"aide, aile, aine, aire, aisance"
aisé,"ailé, aimé, aise, avisé"
ajuster,ajusté
ajusté,ajuster
alangui,alanguir
alanguir,alangui
alarme,"alarmer, arme"
alarmer,"alarme, armer"
alchimie,alchimiste
alchimiste,alchimie
alentour,alerter
alerte,"alerter, alerté"
alerter,"alentour, alerte, alerté"
alerté,"alerte, alerter"
algue,algèbre
algèbre,algue
alignement,aliment
aligner,"aligné, alimenter, aliéner"
aligné,aligner
aliment,"alignement, alimenter"
alimentation,augmentation
alimenter,"aligner, aliment, aliéner"
aliéner,"aligner, alimenter"
allant,alléchant
aller,"allier, allonger, allécher, alléguer"
allier,"aller, allonger, allécher, alléguer, altier"
allié,allongé
allo,allô
allocution,allusion
allonger,"aller, allier, allongé, allumer, allécher"
allongé,"allié, allonger, allumé"
allouer,allécher
allumer,"allonger, allumé, allécher, alléguer"
allumé,"allongé, allumer"
allusion,allocution
allègre,"allée, allégorie"
allègrement,allégrement
alléchant,allant
allécher,"aller, allier, allonger, allouer, allumer"
allée,allègre
alléger,alléguer
allégorie,allègre
allégrement,allègrement
alléguer,"aller, allier, allonger, allumer, alléger"
allô,allo
aloi,aboi
alternance,alternative
alternative,alternance
alterner,altier
altier,"allier, alterner"
altitude,"aptitude, attitude"
amadou,amadouer
amadouer,"amadou, amandier, amarrer, amasser, amateur"
amaigri,aigri
amande,"amante, amazone, amende"
amandier,"amadouer, amarrer, amasser"
amant,"aimant, amante, amont, avant"
amante,"amande, amant, amazone"
amarre,"amarrer, amazone"
amarrer,"amadouer, amandier, amarre, amateur"
amasser,"amadouer, amandier, amateur"
amateur,"amadouer, amarrer, amasser, animateur, armateur"
amazone,"amande, amante, amarre"
ambassade,ambassadeur
ambassadeur,ambassade
ambiance,ambiant
ambiant,ambiance
ambre,"ambré, arbre"
ambré,ambre
ambulance,"ambulancier, ambulant"
ambulancier,ambulance
ambulant,ambulance
amen,"amende, amer"
amende,"amande, amen"
amenuiser,ameuter
amer,"aimer, amen, ameuter, armer"
ameuter,"amenuiser, amer, amputer"
amiable,aimable
amical,"amicale, amiral"
amicale,amical
amidonner,adonner
amiral,amical
amocher,"amollir, amonceler, amortir, amour"
amollir,"amocher, amorcer, amour"
amonceler,"amocher, amorcer"
amont,amant
amorce,amorcer
amorcer,"amollir, amonceler, amorce, amour"
amorti,amortir
amortir,"amocher, amorti, amour"
amour,"amocher, amollir, amorcer, amortir"
ample,ampleur
ampleur,"ample, amputer"
amputer,"ameuter, ampleur, amputé"
amputé,amputer
amusant,amusement
amusement,amusant
amuser,abuser
analogie,"analogue, analyse, anarchie"
analogue,"analogie, analyse, anatomie"
analyse,"analogie, analogue, analyser"
analyser,analyse
anarchie,"analogie, anarchiste, anatomie"
anarchiste,anarchie
anatomie,"analogue, anarchie, anatomique"
anatomique,"anatomie, atomique"
ancre,"ancrer, antre"
ancrer,ancre
ange,"angle, anse, auge"
angine,"angoisse, anguille"
angle,"aigle, ange, anguille"
angoisse,"angine, angoisser, angoissé, anguille"
angoisser,"angoisse, angoissé"
angoissé,"angoisse, angoisser"
anguille,"aiguille, angine, angle, angoisse"
animal,animaux
animateur,"amateur, animer"
animaux,animal
animer,"aimer, animateur"
animé,aimé
anis,"anus, avis"
anneau,agneau
annexe,"annexer, annonce"
annexer,"annexe, annoncer"
annonce,"annexe, annoncer, année"
annoncer,"annexer, annonce, annuler"
annuaire,annulaire
annulaire,annuaire
annuler,annoncer
année,annonce
anonymat,anonyme
anonyme,anonymat
anse,"aise, ange"
antan,autant
antenne,"antienne, antique, antre"
antichar,anticiper
anticiper,antichar
antienne,"antenne, antilope, antipode, antique"
antilope,"antienne, antique"
antipathie,antipathique
antipathique,antipathie
antipode,"antienne, antique"
antiquaire,antique
antique,"antenne, antienne, antilope, antipode, antiquaire"
antisémite,antisémitisme
antisémitisme,antisémite
antre,"ancre, antenne, antique, astre, autre"
anus,"abus, anis"
apaisant,apaisement
apaisement,"abaissement, apaisant"
aparté,appart
apeurer,apeuré
apeuré,apeurer
aplanir,aplatir
aplati,aplatir
aplatir,"aplanir, aplati"
apostrophe,apostropher
apostropher,apostrophe
apparat,"appart, appoint, appât, appétit"
appareil,"apparent, appel"
appareiller,apparenter
apparemment,"apparent, appartement"
apparence,"apparent, apparenter, appartenance, apprendre"
apparent,"appareil, apparemment, apparence, apparenter, appartement"
apparenter,"appareiller, apparence, apparent, appartenir, apporter"
appart,"aparté, apparat, appoint, apport, appétit"
appartement,"apparemment, apparent"
appartenance,apparence
appartenir,"apparenter, apporter"
appauvrir,applaudir
appel,"appareil, appeler, appelé"
appeler,"appel, appelé, apporter, apprêter"
appellation,"application, approbation"
appelé,"appel, appeler"
appendice,apprendre
appentis,apprenti
applaudir,appauvrir
application,"appellation, approbation, appréciation"
appliquer,appliqué
appliqué,appliquer
appoint,"apparat, apparent, appart, appât, appétit"
apport,"apparent, appart, apporter, appétit"
apporter,"apparenter, appartenir, appeler, apport, approcher"
apposer,"approcher, approuver, apprêter"
apprendre,"apparence, appendice"
apprenti,"apparent, appentis"
approbation,"appellation, application, appréciation"
approche,approcher
approcher,"apporter, apposer, approche, approprier, apprêter"
approfondi,approfondir
approfondir,approfondi
approprier,"apporter, approcher, approprié, approuver, apprécier"
approprié,approprier
approuver,"apporter, apposer, approprier, apprécier, apprêter"
appréciation,"application, approbation"
apprécier,"approprier, approuver, apprêter"
apprêter,"apparenter, appeler, apposer, approcher, approuver"
appuyer,"apporter, approuver, apprêter, appuyé"
appuyé,appuyer
appât,"apparat, appoint, appétit"
appétit,"apparat, appart, appoint, apport, appât"
après,auprès
apte,acte
aptitude,"altitude, attitude"
arbitraire,arbitre
arbitre,"arbitraire, arbuste"
arbre,"ambre, arbuste"
arbuste,"arbitre, arbre"
arcade,"archange, archive"
archange,"arcade, archaïque, arche, archive"
archaïque,"archange, archevêque"
arche,"archange, archer, archet"
archer,"arche, archet"
archet,"arche, archer"
archevêque,archaïque
architecte,architecture
architectural,architecture
architecture,"architecte, architectural"
archive,"arcade, archange"
archéologie,archéologue
archéologue,archéologie
ardemment,"ardent, armement"
ardent,"ardemment, argent"
argent,"agent, ardent, argenter, argentin, argenté"
argenter,"argent, argenterie, argentin, argenté, arguer"
argenterie,argenter
argentin,"argent, argenter, argenté"
argenté,"argent, argenter, argentin"
argile,agile
arguer,"argenter, arquer"
aride,"acide, aide, avide"
aristocrate,"aristocratie, aristocratique"
aristocratie,"aristocrate, aristocratique"
aristocratique,"aristocrate, aristocratie"
armateur,"amateur, armature, armer"
armature,"armateur, armoire"
arme,"alarme, armer, armoire, armé, armée"
armement,ardemment
armer,"aimer, alarmer, amer, armateur, arme"
armoire,"armature, arme, armoirie, armée"
armoirie,"armoire, armure"
armure,armoirie
armurier,armer
armé,"aimé, arme, armée"
armée,"arme, armoire, armé"
arpenter,argenter
arquer,arguer
arracher,"arraché, arrimer, arriver, arroser, arrêter"
arraché,"arracher, arrivé, arriéré, arrosé, arrêté"
arranger,"arrimer, arriver, arrondir, arroser, arrêter"
arrimer,"arracher, arranger, arriver"
arrivage,"arrivant, arrière"
arrivant,arrivage
arriver,"arracher, arranger, arrimer, arrivé"
arrivé,"arraché, arriver, arrivée"
arrivée,arrivé
arrière,"arrivage, arriéré"
arrière-garde,arrière-salle
arrière-grand-mère,arrière-grand-père
arrière-grand-père,arrière-grand-mère
arrière-plan,arrière-train
arrière-salle,arrière-garde
arrière-train,arrière-plan
arriéré,"arraché, arrière, arrosé, arrêté"
arrogance,"arrogant, arrosage"
arrogant,arrogance
arrondi,arrondir
arrondir,"arranger, arrondi, arroser"
arrosage,arrogance
arroser,"arracher, arranger, arrondir, arrosé"
arrosé,"arraché, arriéré, arroser"
arrêt,"arrêter, arrêté, arête"
arrêter,"arracher, arranger, arrêt, arrêté, arête"
arrêté,"arraché, arriéré, arrêt, arrêter"
artiche,"article, artifice, artère"
article,"artiche, articuler, artifice, artère"
articuler,"article, articulé, artilleur"
articulé,articuler
artifice,"artiche, article, artificiel, artiste"
artificiel,artifice
artilleur,articuler
artisan,artisanal
artisanal,artisan
artiste,"artifice, artistique, artère"
artistique,artiste
artère,"artiche, article, artiste"
arête,"arrêt, arrêter"
arôme,arme
ascendance,ascendant
ascendant,ascendance
asile,"agile, aile"
asperge,"asperger, aspirine"
asperger,asperge
aspirateur,aspirer
aspirer,aspirateur
aspirine,asperge
assaillant,assistant
assaillir,assouplir
assaisonner,assassiner
assassin,"assassinat, assassiner, assassiné"
assassinat,"assassin, assassiner, assassiné"
assassiner,"assaisonner, assassin, assassinat, assassiné"
assassiné,"assassin, assassinat, assassiner"
assemblage,assemblée
assembler,"assemblée, assener, assombrir, assommer, assumer"
assemblée,"assemblage, assembler"
assener,"assembler, asservir, assister, assiéger, associer"
assentiment,assortiment
asseoir,"associer, assortir, assoupir, assouvir, assumer"
asservir,"assener, assoupir, assourdir, assurer"
assidûment,assurément
assiette,assise
assigner,"assimiler, associer, assoiffer, assommer, assumer"
assimiler,"assigner, assister, assiéger, associer, assommer"
assis,assise
assise,"assiette, assis"
assistance,"assistant, assurance"
assistant,"assaillant, assistance, assommant"
assister,"assener, assimiler, associer, assoiffer, assommer"
assiéger,"assener, assimiler, assiégé, associer, assoiffer"
assiégé,"assiéger, associé, assoiffé, assuré"
associer,"assener, asseoir, assigner, assimiler, assister"
associé,"assiégé, associer, assoiffé, assuré"
assoiffer,"assigner, assister, assiéger, associer, assoiffé"
assoiffé,"assiégé, associé, assoiffer"
assombrir,"assembler, assommer, assortir, assoupir, assouplir"
assommant,assistant
assommer,"assembler, assener, assigner, assimiler, assister"
assorti,assortir
assortiment,"assentiment, assurément"
assortir,"asseoir, assister, associer, assombrir, assommer"
assoupi,"assoupir, assouplir"
assoupir,"asseoir, asservir, associer, assombrir, assommer"
assouplir,"assaillir, assombrir, assortir, assoupi, assoupir"
assourdi,"abasourdi, assourdir"
assourdir,"abasourdir, asservir, assombrir, assourdi, assurer"
assouvir,"asseoir, associer, assombrir, assommer, assoupir"
assumer,"assembler, asseoir, assigner, assimiler, assister"
assurance,assistance
assurer,"asseoir, asservir, assigner, assister, assiéger"
assuré,"assiégé, associé, assurer"
assurément,"assidûment, assortiment"
assécher,"assener, assigner, assister, assiéger, assommer"
asticot,asticoter
asticoter,"asticot, astiquer"
astiquer,asticoter
astre,"antre, autre"
athlète,athée
athée,"athlète, athéisme"
athéisme,athée
atome,atomique
atomique,"anatomique, atome"
attabler,"atterrer, attester, attifer, attirer, attiser"
attachant,"attachement, attenant, attirant, atténuant"
attache,"attacher, attaché, attente"
attachement,"attachant, attouchement"
attacher,"attache, attaché, atteler, atterrer, attester"
attaché,"attache, attacher, atténué"
attaque,"attaquer, attente, attitude"
attaquer,"attaque, atteler, atterrer, attester, attifer"
attarder,"attardé, atteler, atterrir, attester, attifer"
attardé,"attarder, atténué"
atteindre,"atteinte, attendre, attente"
atteint,"atteinte, attentat, attente, attirant, attrait"
atteinte,"atteindre, atteint, attelage, attendre, attente"
attelage,"atteinte, attendre, attente"
atteler,"attacher, attaquer, attarder, atterrir, attraper"
attenant,"attachant, attentat, attrait"
attendre,"atteindre, atteinte, attelage, attendrir, attendu"
attendrir,"attendre, atterrer"
attendrissant,attendrissement
attendrissement,attendrissant
attendu,"attendre, attente"
attentat,"atteint, attenant, attente, attentif, atténuant"
attente,"attache, attaque, atteindre, atteint, atteinte"
attentif,"attentat, attente, attention"
attention,"attentif, attraction"
atterrer,"attabler, attacher, attaquer, attendrir, atterrir"
atterrir,"attarder, atteler, atterrer, attester, attirer"
attester,"attabler, attacher, attaquer, attarder, atterrir"
attifer,"attabler, attacher, attaquer, attarder, atterrer"
attirail,attirant
attirance,attirant
attirant,"attachant, atteint, attirail, attirance, attribut"
attirer,"attabler, attacher, attaquer, atterrir, attester"
attiser,"attabler, attacher, attaquer, attarder, atterrer"
attitude,"altitude, aptitude, attaque"
attouchement,"accouchement, attachement, attroupement"
attraction,"abstraction, attention, attribution"
attrait,"atteint, attenant, attribut"
attraper,"attabler, attacher, attaquer, atteler, atterrer"
attribuer,"attabler, attaquer, attifer, attirer, attiser"
attribut,"atteint, attirant, attrait, attribuer"
attribution,attraction
attriquer,"attifer, attirer, attiser, attraper, attribuer"
attrister,"attester, attifer, attirer, attraper, attrouper"
attroupement,attouchement
attrouper,"attaquer, attribuer, attriquer, attrister, atténuer"
atténuant,"attachant, attentat, attirant"
atténuer,"attabler, attacher, attarder, atteler, atterrer"
atténué,"attaché, attardé, atténuer"
au-dedans,"au-dehors, au-dessus"
au-dehors,"au-dedans, au-dessous, au-dessus"
au-dessous,"au-dehors, au-dessus"
au-dessus,"au-dedans, au-dehors, au-dessous"
aubain,aubaine
aubaine,"aubain, aube, auberge"
aube,"aubaine, auberge, auge"
auberge,"aubaine, aube, aubergiste"
aubergiste,auberge
aucun,"aucune, aucuns"
aucune,"aucun, aucuns"
aucuns,"aucun, aucune"
audace,"audible, audience"
audible,"audace, audience"
audience,"audace, audible"
audition,addition
auge,"ange, aube, auguste"
augmentation,alimentation
augure,augurer
augurer,augure
auguste,auge
auprès,après
auréole,auréoler
auréoler,auréole
autant,antan
auteur,"acteur, autocar, autour"
authentique,automatique
auto,autour
autobus,autres
autocar,auteur
automate,"automatique, autonome, autoroute"
automatique,"authentique, automate"
automnal,automne
automne,"automnal, autonome, autonomie, autre"
automobile,"automobiliste, autonomie"
automobiliste,automobile
autonome,"automate, automne, autonomie, autoroute"
autonomie,"automne, automobile, autonome, autoroute"
autoroute,"automate, autonome, autonomie"
autour,"auteur, auto"
autre,"antre, astre, automne, autres, autruche"
autrefois,autres
autres,"autobus, autre, autrefois"
autruche,autre
auvent,auvergnat
auvergnat,auvent
auxquelles,auxquels
auxquels,auxquelles
avachi,avachir
avachir,"avachi, avaler, avancer, avatar"
aval,avaler
avalanche,"avance, avancée"
avaler,"avachir, aval"
avance,"avalanche, avancer, avancé, avancée, avantage"
avancement,agencement
avancer,"avachir, avance, avancé, avantager, avatar"
avancé,"avance, avancer, avancée"
avancée,"avalanche, avance, avancé, avantage, avare"
avant,amant
avant-garde,avant-guerre
avant-guerre,avant-garde
avant-hier,avantager
avantage,"avance, avancée, avantager, avantageux"
avantager,"avancer, avant-hier, avantage, avantageux, avatar"
avantageux,"avantage, avantager"
avare,avancée
avarice,"avancée, avarié"
avarié,avarice
avatar,"avachir, avancer, avantager"
avec,aveu
avenant,aveuglant
avenir,advenir
aventure,"aventurer, aventureux, aventurier"
aventurer,"aventure, aventureux, aventurier"
aventureux,"aventure, aventurer"
aventurier,"aventure, aventurer"
avenue,aveugle
averse,"adverse, aveugle"
averti,avertir
avertir,averti
aveu,avec
aveuglant,"avenant, aveuglement, aveuglément"
aveugle,"avenue, averse, aveugler"
aveuglement,"aveuglant, aveuglément"
aveugler,aveugle
aveuglément,"aveuglant, aveuglement"
aviateur,"aviser, aviver"
aviation,"avion, aviron"
avide,"acide, aide, aride"
avidité,"aviné, avisé"
aviné,"avidité, avisé"
avion,"aviation, aviron"
aviron,"aviation, avion"
avis,"anis, aviser, aviso, avisé"
aviser,"aviateur, avis, aviver"
aviso,"avis, avisé"
avisé,"aisé, avidité, aviné, avis, aviso"
aviver,"aviateur, aviser"
avoir,avorter
avorter,avoir
avérer,aérer
aérer,avérer
aérogare,aéroplane
aéroplane,aérogare
aéré,acéré
aîné,aine
baba,baby
babine,"bibine, bobine"
babouche,"babouchka, bouche"
babouchka,babouche
baby,baba
bader,"balader, bander, barder, baser, baver"
badin,bain
bafouer,"bafouiller, bafoué"
bafouille,"bafouiller, bouille"
bafouiller,"bafouer, bafouille, barbouiller, brouiller"
bafoué,bafouer
bagage,bagnole
bagarre,"bagarrer, bagne, bagnole, bague, barre"
bagarrer,"bagarre, barrer"
bagne,"bagarre, bague"
bagnole,"bagage, bagarre, bague, bignole"
bague,"bagarre, bagne, bagnole, baguette, blague"
baguette,"bague, braguette"
baie,"bail, bain, baise, base, bave"
baignade,baignoire
baigner,baigneur
baigneur,"baigner, baiser, baisser"
baignoire,baignade
bail,"baie, bain, baril"
bain,"badin, baie, bail, brin"
baise,"baie, baiser, baisse, baisser, base"
baiser,"baigneur, baise, baisse, baisser, baliser"
baisse,"baise, baiser, baisser, basse"
baisser,"baigneur, baise, baiser, baisse"
balade,"balader, baladeur, baleine"
balader,"bader, balade, baladeur, balancier, balayer"
baladeur,"balade, balader, balancer, balayeur, baliser"
balafre,"baleine, balle, balte"
balance,"balancer, balancier, balancé, baleine, balle"
balancer,"baladeur, balance, balancier, balancé, balayeur"
balancier,"balader, balance, balancer, balayer, balbutier"
balancé,"balance, balancer"
balayer,"balader, balancier, balayeur"
balayeur,"baladeur, balancer, balayer, baliser"
balbutier,"balancier, ballotter"
balcon,ballon
baleine,"balade, balafre, balance, balle, ballerine"
baliser,"baiser, baladeur, balancer, balayeur"
ballant,ballast
ballast,ballant
balle,"balafre, balance, baleine, ballet, balte"
ballerine,baleine
ballet,"balle, ballot, billet"
ballon,"balcon, ballot, baluchon"
ballot,"ballet, ballon, billot"
ballotter,balbutier
balte,"balafre, balance, baleine, balle"
baluchon,ballon
banal,"banane, bancal"
banane,banal
bananier,bander
banc,"bancal, blanc"
bancal,"banal, banc"
bandage,banque
bande,"bandeau, bander, bandé"
bandeau,"bande, bander"
bander,"bader, bananier, bande, bandeau, banquier"
bandit,banquet
bandé,"bande, bondé"
banlieue,"bannière, banque"
bannir,"banquier, bonnir"
bannière,banlieue
banque,"bandage, banlieue, banquet, banquette, barque"
banquet,"bandit, banque, banquette, baquet"
banquette,"banque, banquet"
banquier,"bander, bannir"
baquet,"banquet, biquet"
baraque,"barbaque, barbare, barbarie, barbe, baroque"
baratin,"barman, baron"
barbaque,"baraque, barbaresque, barbe, barbiche, barque"
barbare,"baraque, barbarie, barbe, barbiche, baroque"
barbaresque,barbaque
barbarie,"baraque, barbare, barbe, barbiche, barrage"
barbe,"baraque, barbaque, barbare, barbarie, barbelé"
barbelé,"barbe, barber, barré"
barber,"barbe, barbelé, barbier, barder, barioler"
barbiche,"barbaque, barbare, barbarie, barbe, barricade"
barbier,"barber, barioler"
barboter,"barder, barrer"
barbouiller,bafouiller
barbu,"barbe, barreau"
barder,"bader, bander, barber, barboter, barioler"
baril,bail
barioler,"barber, barbier, barder, bariolé, barrer"
bariolé,"barioler, barré"
barmaid,barman
barman,"baratin, barmaid, baryton"
baromètre,barrière
baron,baratin
baroque,"baraque, barbare, barbe, barque, barrage"
barque,"banque, baraque, barbaque, barbare, baroque"
barrage,"baraque, barbaque, barbarie, barbe, baroque"
barre,"bagarre, baraque, barbare, barbarie, barbe"
barreau,"barbu, barre, barrer"
barrer,"bagarrer, barber, barboter, barder, barioler"
barrette,"barrage, barre, barrière"
barricade,"barbiche, barrage, barricader, barrière"
barricader,barricade
barrière,"barbare, barbiche, baromètre, barrage, barre"
barré,"barbelé, bariolé, barre"
baryton,barman
bascule,"basculer, base, basse, bassine, bastille"
basculer,"bascule, baser"
base,"baie, baise, bascule, baser, basse"
baser,"bader, baiser, basculer, base, basse"
basilique,basque
basque,"banque, barque, basilique, bassine"
basse,"baise, baisse, bascule, base, baser"
bassesse,"basse, bassine"
bassin,bassine
bassine,"bascule, base, basque, bassesse, bassin"
bastille,"bascule, bassine"
bataille,"batailler, bataillon"
batailler,"bataille, bataillon, batelier"
bataillon,"bataille, batailler"
batelier,"batailler, battoir"
battant,battement
battement,battant
batterie,battue
battoir,batelier
battre,battue
battu,battue
battue,"batterie, battre, battu"
baume,brume
