target_word,similar_words
amant,"aimant, amante, amont, aménité, avant"
amante,"aimant, aimanter, amande, amant, amazone"
amarre,"amarrer, amazone"
amarrer,amarre
amateur,ameuter
amazone,"amande, amante, amarre"
ambre,"ambré, arbre"
ambré,ambre
amen,"amende, amer, arme"
amende,"amande, amen"
amer,"aimer, amen, ameuter, arme, armer"
ameuter,"amateur, amer, amputer"
amiable,"aimable, amicale"
amical,"amicale, amiral"
amicale,"amiable, amical"
amiral,amical
amirauté,amorti
amocher,"amollir, amorcer, amortir, amour"
amollir,"amocher, amorcer, amour"
amont,"aimant, amant, amante, aménité"
amorce,amorcer
amorcer,"amocher, amollir, amorce, amour"
amorti,"amirauté, amortir"
amortir,"amocher, amorti, amour"
amour,"amocher, amollir, amorcer, amortir"
ample,"ampleur, ampoule"
ampleur,ample
ampoule,ample
amputer,"ameuter, amputé"
amputé,amputer
amuser,abuser
aménité,"aimant, amant, amante, amont"
analogie,analogue
analogue,analogie
ancre,"ancrer, antre"
ancrer,ancre
ange,"aine, angle, anse, auge"
angine,"angoisse, anguille"
angle,"agile, aigle, ange, anguille"
angoisse,"angine, angoissé"
angoissé,angoisse
anguille,"angine, angle"
animal,"animaux, anomalie"
animateur,animer
animaux,animal
animer,"aimer, animateur"
animé,aimé
anis,"aise, aisé, anse, anus, avis"
anneau,agneau
annexe,"annexer, annonce"
annexer,annexe
annonce,"annexe, année"
annulaire,annuler
annuler,annulaire
année,annonce
anomalie,animal
anse,"aine, aise, ange, anis, anus"
antan,autant
antenne,"antienne, antre"
antienne,antenne
antique,antre
antre,"ancre, antenne, antique, astre, autre"
anus,"abus, anis, anse"
aparté,appart
apeurer,"a priori, apeuré"
apeuré,apeurer
apitoyer,apôtre
aplanir,aplatir
aplati,aplatir
aplatir,"aplanir, aplati"
apparat,"appart, apport, appât"
apparaître,"apporter, apprêter"
appareil,appel
apparent,"appart, apport, apprenti"
appart,"aparté, apparat, apparent, appoint, apport"
appel,"appareil, appeler, appelé"
appeler,"appel, appelé"
appelé,"appel, appeler"
appoint,"appart, appât"
apport,"apparat, apparent, appart, apporter, appétit"
apporter,"apparaître, apport, apprêter"
apprenti,apparent
apprêter,"apparaître, apporter"
appuyer,appuyé
appuyé,appuyer
appât,"apparat, appoint, appétit"
appétit,"appart, apport, appât"
après,auprès
apte,acte
apôtre,apitoyer
arabe,arbre
arbitre,arbuste
arborer,aborder
arbre,"ambre, arabe, arbuste"
arbuste,"arbitre, arbre"
arcade,"archange, archive"
archange,"arcade, arche"
arche,"archange, archer, archet"
archer,"arche, archet, arracher"
archet,"arche, archer"
archive,arcade
archéologie,archéologue
archéologue,archéologie
ardemment,ardent
ardent,"ardemment, argent"
argent,"agent, ardent, argenter, argentin, argenté"
argenter,"argent, argenterie, arguer"
argenterie,argenter
argentin,argent
argenté,argent
argile,agile
arguer,"argenter, arquer, aérogare"
argument,argent
aride,"acide, aide, aider, avide"
aristocrate,aristocratie
aristocratie,aristocrate
armateur,"armature, armer"
armature,"armateur, armure"
arme,"aire, alarme, amen, amer, armer"
armer,"aimer, alarmer, amer, armateur, arme"
armoire,"arme, armer, armoirie, armure, armée"
armoirie,"armer, armoire, armure"
armure,"armature, armer, armoire, armoirie, armurier"
armurier,"armer, armure"
armé,"aimé, arme, armée, aéré"
armée,"arme, armer, armoire, armé, arôme"
arquer,arguer
arracher,archer
arraché,"arrivé, arrosé, arrêté"
arrimer,arriver
arriver,"arrimer, arrivé, arrivée"
arrivé,"arraché, arriver, arrivée"
arrivée,"arriver, arrivé"
arrière,arriéré
arriéré,"arrière, arrosé, arrêté"
arroser,"arrosoir, arrosé"
arrosoir,arroser
arrosé,"arraché, arriéré, arroser"
arrêt,"arrêter, arrêté, arête"
arrêter,"arrêt, arrêté, arête"
arrêté,"arraché, arriéré, arrêt, arrêter"
artiche,"article, artère"
article,"artiche, articulé, artère"
articulé,article
artillerie,artilleur
artilleur,artillerie
artiste,artère
artère,"artiche, article, artiste"
arête,"arrêt, arrêter"
arôme,"arme, armer, armée"
asile,"agile, aigle, aile"
assassin,assassiné
assassiné,assassin
asseoir,"assumer, assurer, assuré"
assiette,"assise, aussitôt"
assis,"assise, aussi"
assise,"assiette, assis, assister"
assister,assise
assiégé,"associé, assuré"
associé,"assiégé, assuré"
assumer,asseoir
assurer,"asseoir, assuré"
assuré,"asseoir, assiégé, associé, assurer"
astre,"antre, austère, autre"
atelier,atteler
athlète,athée
athée,"athlète, athéisme"
athéisme,athée
atlas,alias
atome,atomique
atomique,atome
attache,"attaché, attente"
attachement,attouchement
attaché,attache
attaque,attente
atteindre,attendre
atteint,"atteinte, attente, attrait"
atteinte,"atteint, attente"
atteler,atelier
attenant,atténuant
attendre,atteindre
attendu,attente
attente,"attache, attaque, atteint, atteinte, attendu"
atterrer,atterrir
atterrir,atterrer
attifer,attiser
attirer,attiser
attiser,"attifer, attirer"
attouchement,attachement
attrait,atteint
attraper,attrouper
attrouper,attraper
atténuant,attenant
au-dessous,au-dessus
au-dessus,au-dessous
aubain,aubaine
aubaine,"aubain, aube, auberge"
aube,"aubaine, auberge, auge"
auberge,"aubaine, aube"
aucun,"aucune, aucuns"
aucune,"aucun, aucuns"
aucuns,"aucun, aucune"
audace,"audible, audience"
audible,audace
audience,audace
auditeur,"auditoire, auteur"
auditoire,auditeur
auge,"ange, aube, auguste"
augure,augurer
augurer,"agréer, aigreur, aigrir, augure"
auguste,auge
aumône,aumônier
aumônier,aumône
auprès,après
auquel,auxquels
aura,azur
aussi,assis
aussitôt,assiette
austère,astre
autant,antan
autel,autre
auteur,"acteur, auditeur, autocar, autour"
auto,autour
autobus,autres
autocar,auteur
automne,autre
autonome,autonomie
autonomie,autonome
autorité,autoroute
autoroute,autorité
autour,"auteur, auto"
autre,"antre, astre, autel, automne, autres"
autrefois,autres
autres,"autobus, autre, autrefois"
autruche,autre
auvent,"auvergnat, avant"
auvergnat,auvent
auxquels,auquel
avachi,avachir
avachir,"avachi, avaler, avancer, avatar"
aval,avaler
avalanche,avance
avaler,"avachir, aval, avilir"
avance,"avalanche, avancer, avancé, avancée, avantage"
avancer,"avachir, avance, avancé, avancée, avatar"
avancé,"avance, avancer, avancée"
avancée,"avance, avancer, avancé, avare"
avant,"amant, auvent"
avantage,avance
avantager,avatar
avare,avancée
avarice,avarié
avarié,avarice
avatar,"avachir, avancer, avantager, aviateur"
avec,aveu
avenir,advenir
aventure,avenue
aventurer,aventurier
aventurier,aventurer
avenue,"aventure, aveugle"
averse,"adverse, aveugle"
averti,avertir
avertir,"averti, avorter"
aveu,avec
aveugle,"avenue, averse"
aveuglement,aveuglément
aveuglément,aveuglement
aviateur,"avatar, aviser, aviver"
aviation,"avion, aviron"
avide,"acide, aide, aider, aride"
avidité,"aviné, avisé"
avilir,avaler
aviné,"avidité, avion, avisé"
avion,"aviation, aviné, aviron, aviso"
aviron,"aviation, avion"
avis,"aise, aisé, anis, aviser, aviso"
aviser,"aviateur, avis, aviver"
aviso,"avion, avis, avisé"
avisé,"aisé, avidité, aviné, avis, aviso"
aviver,"aviateur, aviser"
avoir,avorter
avorter,"avertir, avoir"
avérer,aérer
azur,aura
aérer,"armer, avérer"
aérien,algérien
aérogare,arguer
aéré,"acéré, armé"
aîné,aine
baba,baby
babine,"bambin, bibine, bobine"
babiole,bible
babouche,"bibiche, bouche"
baby,baba
bader,"balader, bande, bander, barder, baser"
badin,"bain, bedaine, bidon, boudin"
baffe,"bouffe, bouffi, bouffée"
bafouer,bafoué
bafoué,bafouer
bagage,bagnole
bagarre,"bagne, bagnole, bague, barre, bigarré"
bagarrer,barrer
bagne,"bagarre, bague, bande, beigne, bougon"
bagnole,"bagage, bagarre, bague, bignole, bougnoule"
bague,"bagarre, bagne, bagnole, baguette, baume"
baguette,bague
baie,"bail, bain, baise, base, bave"
baigner,"baigneur, baignoire"
baigneur,"baigner, baignoire, baiser"
baignoire,"baigner, baigneur"
bail,"baie, bain, baril, bile"
bain,"badin, baie, bail, banc, bien"
baise,"baie, baiser, baisse, baisser, base"
baiser,"baigneur, baise, baisse, baisser, baliser"
baisse,"baise, baiser, baisser, basse, boss"
baisser,"baise, baiser, baisse, baliser, bosser"
balade,"balader, baladeur, baleine, bled, bolide"
balader,"bader, balade, baladeur"
baladeur,"balade, balader"
balafre,"balle, balte"
balance,"balancé, balle, balte, blanc, blanche"
balancer,"balancier, balançoire"
balancier,"balancer, balançoire"
balancé,"balance, blanc"
balançoire,"balancer, balancier"
balayer,"balayeur, biler, blaireau, bleuir, bouler"
balayeur,"balayer, biler, blaireau, bleuir, bouler"
balcon,"ballon, baluchon"
baleine,"balade, balle, balte, bilan, boulon"
baliser,"baiser, baisser, blaser"
ballant,"ballast, bouillant"
ballast,ballant
balle,"balafre, balance, baleine, ballet, balte"
ballet,"balle, ballot, barillet, billet, billot"
ballon,"balcon, ballot, baluchon, bouillon, bâillon"
ballot,"ballet, ballon, billet, billot"
balte,"balafre, balance, baleine, balle, belote"
baluchon,"balcon, ballon"
bambin,babine
bambou,"bombe, bombé"
banal,"banane, bancal, banlieue"
banane,"banal, bananier, benne, bonne, bénin"
bananier,"banane, bander, bannir, bannière, bonnir"
banc,"bain, bancal, blanc"
bancal,"banal, banc"
bandage,banque
bande,"bader, bagne, bandeau, bander, bandé"
bandeau,"bande, bander, bandé, bond, bondé"
bander,"bader, bananier, bande, bandeau, banquier"
bandit,banquet
bandé,"bande, bandeau, bond, bondé"
banlieue,"banal, banque"
bannir,"bananier, bannière, banquier, bonnir"
bannière,"bananier, bannir, bonnir"
banque,"bandage, banlieue, banquet, banquette, banquier"
banquet,"bandit, banque, baquet"
banquette,banque
banquier,"bander, bannir, banque"
baptiser,baiser
baquet,"banque, banquet, barque, basque, biquet"
baraque,"barbare, barbe, baroque, barque, barrage"
baratin,"barman, baron, baryton, breton"
barbaque,"barbe, barque"
barbare,"baraque, barbarie, barbe, barber, barbier"
barbarie,"barbare, barbe, barber, barbier, barre"
barbe,"baraque, barbaque, barbare, barbarie, barbelé"
barbelé,"barbe, barber, barré"
barber,"barbare, barbarie, barbe, barbelé, barbier"
barbiche,barbe
barbier,"barbare, barbarie, barber, berbère"
barboter,"barber, barder, barrer"
barbu,"barbe, barreau, bribe"
barda,"bord, bordé, bordée, bride, bridé"
barder,"bader, bander, barber, barboter, barioler"
baril,"bail, bariolé, brûlé"
barillet,"ballet, billet"
barioler,"barber, barder, barrer, brûler, brûlure"
bariolé,"baril, barré, brûlé"
barmaid,"barman, brimade"
barman,"baratin, barmaid, baryton"
baron,"baratin, borne, borné, brin, bruine"
baroque,"baraque, barbare, barbe, barque, barre"
barque,"banque, baquet, baraque, barbaque, barbare"
barrage,"baraque, barbe, barque"
barre,"bagarre, baraque, barbare, barbarie, barbe"
barreau,"barbu, barre, barrer, barré, beurre"
barrer,"bagarrer, barber, barboter, barder, barioler"
barrette,barre
barrière,"barre, barrer, beurrer, bourrer, brrr"
barré,"barbelé, bariolé, barre, barreau, beurre"
baryton,"baratin, barman, breton"
bas-côté,"biscuit, boy-scout"
basané,"besoin, bison"
bascule,"base, basse"
basculer,"baser, bousculer"
base,"baie, baise, bascule, baser, basse"
baser,"bader, baise, baiser, basculer, base"
basilique,basque
basque,"banque, baquet, barque, basilique, bassine"
basse,"baise, baisse, bascule, base, baser"
bassesse,basse
bassin,"bassine, boisson, buisson"
bassine,"base, basque, bassin, boisson, buisson"
bataille,bouteille
batailler,boitiller
bath,béat
batterie,"batteur, battoir, battre, battue, botter"
batteur,"batterie, battoir, battre, botter"
battoir,"batterie, batteur, battre, botter"
battre,"batterie, batteur, battoir, battue, botter"
battu,"battue, botte, botté, butte"
battue,"batterie, battre, battu, botte, botté"
baume,"bague, brame, brume"
bavard,"bavarder, buvard"
bavarder,"barder, bavard, baver"
bave,"baie, base, baver, baveux, brave"
baver,"bader, baser, bavarder, bave, bavure"
baveux,bave
bavure,"baver, bravoure, buveur"
beau,"beauté, bedeau, bleu"
beau-frère,bâfrer
beauté,"beau, bleuté"
becqueter,becter
becter,"becqueter, bercer"
bedaine,"badin, bidon, boudin"
bedeau,beau
beige,"beigne, belge, berge"
beigne,"bagne, beige, beignet, bougon, béguin"
beignet,"beigne, bougnat"
belge,"beige, berge, blague"
belote,"balte, bleuté, blot, boulet, boulot"
benne,"banane, bonne, bénin"
benêt,"bonté, béant, bénit"
berbère,"barbare, barbarie, barber, barbier, berge"
bercail,bricole
berceau,"bercer, broc"
bercer,"becter, berceau, berceur, berger, berner"
berceur,bercer
berge,"beige, belge, berbère, berger, bergerie"
berger,"bercer, berge, bergerie, berner"
bergerie,"berge, berger"
berline,"berbère, berge"
berner,"bercer, berger, borner, brunir"
besace,besogne
besogne,besace
besoin,"basané, bison"
bestial,"bestiau, bestiole"
bestiau,"bestial, buste"
bestiole,bestial
beugler,bigler
beurre,"barre, barreau, barré, beurrer, beurré"
beurrer,"barrer, barrière, beurre, beurré, bourrer"
beurré,"barre, barreau, barré, beurre, beurrer"
biais,baise
bibiche,"babouche, bible, biche"
bibine,"babine, biblique, bobine"
bible,"babiole, bibiche, biblique, bile, biler"
biblique,"bibine, bible"
biche,"bibiche, bicher, bicoque, bicorne, boche"
bicher,"biche, boucher, boucherie, bêcher, bêcheur"
bicoque,biche
bicorne,biche
bide,"baie, bidet, bidoche, bien, bile"
bidet,"bide, bride"
bidoche,"bide, bidule, brioche"
bidon,"badin, bedaine, bison, boudin"
bidule,bidoche
bien,"baie, bain, bide, bile, bing"
bien-être,bénitier
bienvenu,bienvenue
bienvenue,bienvenu
biffer,"bouffer, bouffir"
biffeton,"biffin, bifton"
biffin,"biffeton, bouffon"
bifton,biffeton
bigarré,bagarre
bigler,"beugler, biler"
bignole,"bagnole, bougnoule"
bijou,bijoux
bijoux,bijou
bilan,"baleine, blanc, boulon"
bile,"baie, bail, bible, bide, bien"
biler,"balayer, balayeur, bible, bigler, bile"
bille,"balle, bible, bile, biler, billet"
billet,"ballet, ballot, barillet, bile, bille"
billot,"ballet, ballot, billet"
bing,"bain, bien, brin"
bique,"biquet, brique"
biquet,"baquet, bique, boqueteau, bouquet, brique"
biscotte,bistre
biscuit,"bas-côté, bistrot, boy-scout"
bise,"baie, baise, base, bide, bien"
bison,"basané, besoin, bidon"
bistouri,"bistre, bistro"
bistre,"biscotte, bistouri, bistro, bistrot"
bistro,"bistouri, bistre, bistrot"
bistrot,"biscuit, bistre, bistro"
bite,"baie, bide, bien, bile, bise"
bière,boire
black,blanc
blague,"bague, belge, blaguer, blanche"
blaguer,"blague, bulgare"
blaireau,"balayer, balayeur, biler, bleuir, bouler"
blanc,"balance, balancé, banc, bilan, black"
blanche,"balance, blague, blanc, blanchi, blaze"
blancheur,blanchir
blanchi,"blanc, blanche"
blanchir,blancheur
blanchisserie,blanchisseur
blanchisseur,blanchisserie
blaser,"baiser, baliser, baser, blazer"
blason,blouson
blasé,"blouse, blues"
blaze,"blanche, blazer"
blazer,"blaser, blaze"
bled,"balade, bile, bleu, bolide"
blesser,"blessure, blessé, bleuir"
blessure,blesser
blessé,blesser
bleu,"beau, bile, bled, bleuir, bleuté"
bleuir,"balayer, balayeur, biler, blaireau, blesser"
bleuter,"bleuté, bleuâtre"
bleuté,"balte, beauté, belote, bleu, bleuter"
bleuâtre,bleuter
blinder,"blindé, blondeur"
blindé,"blinder, blond"
bloc,"blocus, blot, bouc, broc"
blocage,"blouse, bocage"
blockhaus,blocus
blocus,"bloc, blockhaus, blouse"
blond,"blindé, bond, bondé"
blondeur,"blinder, bonder"
bloquer,"bloqué, blottir"
bloqué,bloquer
blot,"balte, belote, bleuté, bloc, boulet"
blottir,bloquer
blouse,"blasé, blocage, blocus, blouson, blues"
blouson,"blason, blouse"
blues,"blasé, blouse"
bluff,bluffer
bluffer,"bluff, bouffer"
blâme,"blâmer, blême"
blâmer,"blâme, blêmir"
blême,blâme
blêmir,blâmer
bobine,"babine, bibine"
bocage,blocage
bocal,"boucle, bouclé"
boche,"biche, bouche, bouché, bouchée, broche"
boire,"bière, boiserie, borne"
bois,"bise, boisé, boss, buis"
boiserie,"baiser, baser, boire"
boisson,"bassin, bassine, buisson"
boisé,"bois, brisé"
boiter,"boiteux, boitiller, botter, boutoir, buter"
boiteux,boiter
boitiller,"batailler, boiter"
bolide,"balade, bled"
bombarder,"bombardier, bomber"
bombardier,bombarder
bombe,"bambou, bomber, bombé"
bomber,"bombarder, bombe"
bombé,"bambou, bombe"
bonasse,bonne
bonbon,bonbonne
bonbonne,"bonbon, bonne"
bond,"bande, bandeau, bandé, blond, bonder"
bonder,"bander, blondeur, bond, bondir, bonjour"
bondir,"bander, bond, bonder, bonheur, bonjour"
bondé,"bande, bandeau, bandé, blond, bond"
bonheur,"bondir, bonnir, bonsoir"
boniment,bonnet
bonjour,"bonder, bondir, bonnir"
bonnard,bond
bonne,"banane, benne, bonasse, bonbonne, bonnet"
bonnement,bonnet
bonnet,"boniment, bonne, bonnement, bâtonnet"
bonniche,bonne
bonnir,"bananier, bannir, bannière, bondir, bonheur"
bonsoir,"bonder, bonheur"
bonté,"benêt, bondé, borné, botté, béant"
boqueteau,"baquet, biquet, bouquet"
bord,"barda, bond, bordel, border, bordé"
bordel,"bord, border, bordée"
border,"barder, bonder, bord, bordel, bordure"
bordure,"barder, border, borgne, borne, brider"
bordé,"barda, bondé, bord, bordée, borné"
bordée,"barda, bord, bordel, border, bordé"
borgne,"bordure, borne, borner, bourgeon"
borne,"baron, boire, bonne, bordure, borgne"
borner,"berner, bonder, border, borgne, borne"
borné,"baron, bondé, bonté, bordé, borne"
boss,"baisse, basse, bois, bosse, bosser"
bosse,"baisse, basse, boss, bosselé, bosser"
bosseler,bosser
bosselé,"bosse, bosser, boussole"
bosser,"baisser, boss, bosse, bosseler, bosselé"
bossu,"baisse, basse, boss, bosse"
botte,"battu, battue, botter, botté, boîte"
botter,"batterie, batteur, battoir, battre, boiter"
botté,"battu, battue, bonté, botte, butte"
boubou,bouleau
bouc,"bloc, boucan, bouche, bouché, boucle"
boucan,"bouc, bouffon, bouquin, bourbon, bourdon"
bouche,"babouche, biche, boche, bouc, boucher"
boucher,"bicher, bouche, boucherie, bouché, boutoir"
boucherie,"bicher, bouche, boucher, bêcher, bêcheur"
bouchon,"bouche, bouché, boudin"
bouché,"biche, boche, bouc, bouche, boucher"
bouchée,"biche, boche, bouche, bouché, boue"
boucle,"bocal, bouc, bouche, boucler, bouclier"
boucler,"boucle, bouclier, bouclé, bouler, boulier"
bouclier,"boucle, boucler, bouder, bouger, bouler"
bouclé,"bocal, bouc, bouché, boucle, boucler"
bouder,"bader, bonder, border, bouclier, bouderie"
bouderie,"bader, bouder, boudeur, boudoir, bougie"
boudeur,"bader, bouder, bouderie, boudoir, bouffer"
boudin,"badin, bedaine, bidon, bouchon, boudiner"
boudiner,"bouder, boudin, bouger, bouler"
boudoir,"bader, bouder, bouderie, boudeur, bouffer"
boue,"bouc, bouchée, boueux, bouffée, bouge"
boueux,"boue, bourbeux"
bouffe,"baffe, bouchée, bouffer, bouffi, bouffir"
bouffer,"biffer, bluffer, boudeur, boudoir, bouffe"
bouffi,"baffe, bouffe, bouffer, bouffir, bouffon"
bouffir,"biffer, bouder, bouffe, bouffer, bouffi"
bouffon,"biffin, boucan, boudin, bouffe, bouffi"
bouffée,"baffe, bouche, boucle, boue, bouffe"
bouge,"bouchée, boue, bouffée, bouger, bougie"
bougeoir,"bouder, bouger, bougre, bouler, bégayer"
bouger,"bouclier, bouder, boudiner, boudoir, bouffir"
bougie,"bouchée, bouderie, bouffée, bouge, bouger"
bougnat,"beignet, boulet, boulot, bouquet, bout"
bougnoule,"bagnole, bignole"
bougon,"bagne, beigne, bouillon, boulon, bouquin"
bougonner,bouger
bougre,"bouchée, bouderie, bouffée, bouge, bougeoir"
bouillant,ballant
bouille,"balle, bille, bouche, bouchée, boue"
bouilli,"balle, bille, bouffi, bouille, bouillie"
bouillie,"balle, bille, boucle, bougie, bouille"
bouillir,"bouilloire, bouler, bâiller"
bouilloire,"bouillir, bâiller"
bouillon,"ballon, bougon, boulon, bouton, bâillon"
bouillonner,bâillonner
boulanger,"bouger, boulangerie, bouler"
boulangerie,boulanger
boule,"bouchée, boucle, boue, bouffée, bouge"
bouleau,"boubou, boule, bouler, boulet, bourru"
bouler,"balayer, balayeur, biler, blaireau, bleuir"
boulet,"balte, belote, bleuté, blot, boucle"
boulette,"boule, boulet"
boulier,"balayer, balayeur, biler, blaireau, bleuir"
boulon,"baleine, bilan, bougon, bouillon, boulot"
boulot,"balte, belote, bleuté, blot, bougnat"
boum,"bouc, boue, bout"
bouquet,"baquet, biquet, boqueteau, bougnat, boulot"
bouquin,"boucan, bougon, boulon, bouton"
bourbeux,boueux
bourbon,"boucan, boudin"
bourdon,boucan
bourg,"berge, bouge"
bourgade,"bouge, bougie, bougre, bourre, bourse"
bourgeois,bourgeoisie
bourgeoisie,bourgeois
bourgeon,"borgne, bougon, boulon, bouton"
bourrade,"bougre, bourre, bourse"
bourre,"barre, barreau, barré, beurre, beurré"
bourreau,"barre, barreau, barré, beurre, beurré"
bourrelet,boulet
bourrer,"barrer, barrière, beurrer, boudeur, boudoir"
bourrin,"boucan, bougon, boulon, bourre, bourru"
bourrique,bourre
bourru,"barre, barreau, barré, beurre, beurré"
bourré,"barre, barreau, barré, beurre, beurré"
bourrée,"barre, barreau, barré, beurre, beurré"
bourse,"blouse, bouchée, bouderie, bouffée, bougre"
boursoufler,boursouflure
boursouflure,boursoufler
bousculer,"basculer, bouler"
bouse,"blouse, bosse, bouchée, boue, bouffée"
bousiller,bouler
boussole,"bosselé, boucle, boule, bourse, bouse"
bout,"blot, bouc, boue, bougnat, boum"
boutanche,bouche
bouteille,bataille
boutique,bougie
boutoir,"boiter, boucher, boucler, bouder, boudeur"
bouton,"bougon, bouillon, boulon, bouquin, bourgeon"
boutonner,boutonnière
boutonnière,boutonner
boutonné,bouton
bouée,"boue, bouge, bouille, boule, bouse"
boxe,"boue, boxer, boxeur"
boxer,"boxe, boxeur"
boxeur,"boxe, boxer"
boy-scout,"bas-côté, biscuit"
boîte,botte
braillard,brouillard
brailler,"bramer, braver, briller, brouiller"
braise,"baise, baiser, baisse, bourse, branche"
brame,"baume, bramer, branche, branque, brassée"
bramer,"brailler, brame, brancher, brandir, braver"
branche,"blanche, braise, brame, brasse, bravade"
brancher,"bramer, braver, broncher"
brandir,"bramer, braquer, brasier, brasser, braver"
branle,"branler, brassée, bravade"
branler,branle
